kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode84,F2-PM501_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode85,F2-PM504_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode86,F5-PM518_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode87,F5-PM520_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode89,EIG-PM461_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode90,EIG-PM463_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode91,EIG-PM444_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode92,EIG-PM474_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode93,EIG-PM475_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode94,EIG-PM467_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode95,EIG-PM469_blood
SQK-LSK109,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode96,F2-PM497_blood
