kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode53,run007_barcode53
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode44,run007_barcode44
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode32,run007_barcode32
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode29,run007_barcode29
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode45,run007_barcode45
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode23,run007_barcode23
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode37,run007_barcode37
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode30,run007_barcode30
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode24,run007_barcode24
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode36,run007_barcode36
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode52,run007_barcode52
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode26,run007_barcode26
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode61,run007_barcode61
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode40,run007_barcode40
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode47,run007_barcode47
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode19,run007_barcode19
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode56,run007_barcode56
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode57,run007_barcode57
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode64,run007_barcode64
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode62,run007_barcode62
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode49,run007_barcode49
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode25,run007_barcode25
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode39,run007_barcode39
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode41,run007_barcode41
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode54,run007_barcode54
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode38,run007_barcode38
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode66,run007_barcode66
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode17,run007_barcode17
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode22,run007_barcode22
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode33,run007_barcode33
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode28,run007_barcode28
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode27,run007_barcode27
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode78,run007_barcode78
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode79,run007_barcode79
SQK-LSK109 EXP-NBD196,FAW85393,run007_20230614_FGF14_RFC1_FAME_OGT,barcode60,run007_barcode60
