kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode35,run005_barcode35
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode36,run005_barcode36
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode37,run005_barcode37
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode38,run005_barcode38
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode39,run005_barcode39
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode40,run005_barcode40
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode41,run005_barcode41
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode42,run005_barcode42
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode43,run005_barcode43
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode44,run005_barcode44
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode45,run005_barcode45
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode46,run005_barcode46
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode47,run005_barcode47
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode48,run005_barcode48
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode49,run005_barcode49
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode50,run005_barcode50
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode51,run005_barcode51
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode52,run005_barcode52
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode53,run005_barcode53
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode54,run005_barcode54
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode55,run005_barcode55
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode56,run005_barcode56
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode57,run005_barcode57
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode58,run005_barcode58
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode59,run005_barcode59
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode60,run005_barcode60
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode61,run005_barcode61
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode62,run005_barcode62
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode63,run005_barcode63
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode64,run005_barcode64
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode65,run005_barcode65
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode66,run005_barcode66
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode67,run005_barcode67
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode68,run005_barcode68
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode69,run005_barcode69
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode70,run005_barcode70
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode71,run005_barcode71
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode72,run005_barcode72
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode73,run005_barcode73
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode74,run005_barcode74
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode75,run005_barcode75
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode76,run005_barcode76
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode77,run005_barcode77
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode78,run005_barcode78
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode79,run005_barcode79
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode80,run005_barcode80
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode81,run005_barcode81
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode82,run005_barcode82
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode83,run005_barcode83
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode84,run005_barcode84
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode85,run005_barcode85
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode86,run005_barcode86
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode87,run005_barcode87
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode89,run005_barcode89
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode90,run005_barcode90
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode91,run005_barcode91
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode92,run005_barcode92
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode93,run005_barcode93
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode94,run005_barcode94
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode95,run005_barcode95
SQK-LSK109 EXP-NBD196,FAW44825,Run005_20230321_FAME3_NAA10_Ilaria,barcode96,run005_barcode96
