kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode20,run016_barcode20_FGF14_M99220
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode21,run016_barcode21_FGF14_M100513
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode22,run016_barcode22_FGF14_M101784
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode23,run016_barcode23_FGF14_M102998
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode24,run016_barcode24_MARCHF6_M74973
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode25,run016_barcode25_RNU2s_M108869
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode26,run016_barcode26_RNU2s_M108880
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode27,run016_barcode27_RNU2s_M108879
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode28,run016_barcode28_RNU2s_M108878
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode29,run016_barcode29_RNU2s_M108877
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode30,run016_barcode30_RNU2s_M108876
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode31,run016_barcode31_RNU2s_M108875
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode32,run016_barcode32_RNU2s_M108874
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode33,run016_barcode33_RNU2s_M108872
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode34,run016_barcode34_RNU2s_M108871
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode35,run016_barcode35_MARCHF6_M106632
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode36,run016_barcode36_MARCHF6_M106633
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode37,run016_barcode37_MARCHF6_M74957
SQK-LSK114 SQK-NBD114-96,FAZ40399,run16_20251010_MARCHF6_FGF14_RNU2s,barcode38,run016_barcode38_MARCHF6_M77507
