kit,flow_cell_id,experiment_id,barcode,alias
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode51,run006_barcode51
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode52,run006_barcode52
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode53,run006_barcode53
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode54,run006_barcode54
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode55,run006_barcode55
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode56,run006_barcode56
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode57,run006_barcode57
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode58,run006_barcode58
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode59,run006_barcode59
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode60,run006_barcode60
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode61,run006_barcode61
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode62,run006_barcode62
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode63,run006_barcode63
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode64,run006_barcode64
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode65,run006_barcode65
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode66,run006_barcode66
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode67,run006_barcode67
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode68,run006_barcode68
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode69,run006_barcode69
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode70,run006_barcode70
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode71,run006_barcode71
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode72,run006_barcode72
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode73,run006_barcode73
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode74,run006_barcode74
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode75,run006_barcode75
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode76,run006_barcode76
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode77,run006_barcode77
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode78,run006_barcode78
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode79,run006_barcode79
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode80,run006_barcode80
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode81,run006_barcode81
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode82,run006_barcode82
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode83,run006_barcode83
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode84,run006_barcode84
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode85,run006_barcode85
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode86,run006_barcode86
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode87,run006_barcode87
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode89,run006_barcode89
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode90,run006_barcode90
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode91,run006_barcode91
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode92,run006_barcode92
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode93,run006_barcode93
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode94,run006_barcode94
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode95,run006_barcode95
SQK-LSK109 EXP-NBD196,FAW44853,Run006_20230322_FAME3_NAA10_Ilaria,barcode96,run006_barcode96
